time,D_avg,D_max,D_min,a,b,strain,strain_rate
0,-nan,-inf,inf,0,0,0,nan
0.001,0.050847457627119,0.050847457627119,0.050847457627119,0.003,0.059,2.9445687417977e-06,0.0029445687417977
0.003,0.056374167332781,0.18401206285206,0.050847457627119,0.0033260758726341,0.059,6.6418549740844e-06,0.0018486431161434
0.007,0.05645390649279,0.18401206285206,0.050847457627119,0.0033307804830746,0.059,1.1795814092555e-05,0.0012884897796177
0.015,0.05648172435631,0.18401206285206,0.050847457627119,0.0033324217370201,0.058999999999961,2.209009762965e-05,0.0012867854421369
0.031,0.056489864769116,0.18401206285206,0.050847457627119,0.0033329020213748,0.058999999999945,4.2674451806312e-05,0.0012865221360414
0.063,0.056492077325431,0.18401206285206,0.050847457627119,0.0033330325621957,0.058999999999913,8.3845262860294e-05,0.0012865878454369
0.127,0.05649269630186,0.18401206285206,0.050847457627119,0.0033330690818029,0.058999999999875,0.00016620111870703,0.0012868102476053
0.255,0.056492886810473,0.18401206285206,0.050847457627119,0.0033330803218038,0.058999999999736,0.0003309713511143,0.0012872674406818
0.511,0.056492955534041,0.18401206285206,0.050847457627119,0.0033330843764521,0.058999999998934,0.00066074802607884,0.0012881901365802
1.023,0.056492986468404,0.18401206285206,0.050847457627119,0.0033330862015655,0.05899999999867,0.00130003934288,0.0012486158531273
1.1254,0.056493593142414,0.18401206285206,0.050847457627119,0.0033330873489716,0.058999347925424,0.0013017196704332,1.6409448762001e-05
1.2278,0.056493914070296,0.18401206285206,0.050847457627119,0.0033330910417633,0.058999062096133,0.0013033825740631,1.6239293260041e-05
1.4326,0.056494276890208,0.18401206285206,0.050847457627119,0.0033330947496398,0.058998730230257,0.0013066395387627,1.5903147947609e-05
1.8422,0.056495028216086,0.18401206285206,0.050847457627119,0.0033330970004828,0.058997941341565,0.0013129124791891,1.5314795962932e-05
2.6614,0.05649688697693,0.18401206285206,0.050847457627119,0.0033330985569264,0.058995915069053,0.001324671748633,1.4354576957821e-05
4.2998,0.056501923241408,0.18401206285206,0.050847457627119,0.0033331000386658,0.058990378002945,0.0013458866990881,1.2948578158614e-05
7.5766,0.056515978887811,0.18401206285206,0.050847457627119,0.0033331023714932,0.058974921926571,0.0013823935806432,1.1141016099594e-05
14.1302,0.056554324249158,0.18401206285206,0.050847457627119,0.0033331075441555,0.058932944060357,0.0014419423954692,9.0864280435219e-06
27.2374,0.056652433025208,0.18401206285206,0.050847457627119,0.003333120027857,0.058826767878037,0.0015341707582064,7.036465662929e-06
53.4518,0.05688097630226,0.18401210655981,0.050847457627119,0.003333149136215,0.058585315264009,0.0016703525161651,5.1949217971295e-06
105.8806,0.057355591029336,0.18401267200407,0.050847457627119,0.0033332117171022,0.058104959247753,0.0018628720792012,3.6720192534675e-06
210.7382,0.058222760577291,0.1840143937473,0.050847457627119,0.0033333331386128,0.057283132346744,0.0021266167381152,2.5152650729554e-06
420.4534,0.05962268186663,0.18401810234722,0.050847457627119,0.0033335458264677,0.056069926194441,0.0024838068316232,1.7032150912668e-06
839.8838,0.061666660907013,0.18402463699633,0.050847457627119,0.0033338900922862,0.054485794405744,0.0029696906930642,1.1584373985314e-06
1678.7446,0.064445107413247,0.20794815908467,0.050847457627119,0.0033344222210995,0.052595229703262,0.0036388439300305,7.9769281979363e-07
3356.4662,0.068052649443768,0.23780296684515,0.050847457627119,0.0033352295677043,0.050469925961625,0.0045665256075297,5.5294136851976e-07
6711.9094,0.07258347043107,0.26100938626339,0.050847457627119,0.0033364474837285,0.048185058896633,0.0058549614531344,3.8398380446574e-07
13422.7958,0.078156325982542,0.39897228130805,0.050847457627119,0.0033382963838178,0.04580553150716,0.0076605406876119,2.6905227221213e-07
23422.7958,0.085057092429695,0.96248931096211,0.050847457627119,0.0033411839691936,0.043357733577985,0.0096983889113342,2.0378482237223e-07
33422.7958,0.092561832562253,1,0.050847457627119,0.0033448348790606,0.041232953349179,0.011414788267689,1.7163993563546e-07
43422.7958,0.099965069056931,1,0.050847457627119,0.0033481991437606,0.039666944446634,0.012944948404918,1.5301601372296e-07
53422.7958,0.10855674575121,1,0.050847457627119,0.0033514251479399,0.038345177175523,0.014357707314918,1.41275891e-07
63422.7958,0.11845202631953,1,0.050847457627119,0.0033545906718963,0.037144666795638,0.015691488916343,1.3337816014247e-07
73422.7958,0.12935320938827,1,0.050847457627119,0.0033577377494196,0.036002238801703,0.016970867798031,1.2793788816881e-07
73423.7958,0.1409255298832,1,0.050847457627119,0.0033608923046377,0.034927936946698,0.016982798422007,1.1930623975979e-05
73424.7958,0.14100860275747,1,0.050847457627119,0.0033608995155202,0.034922554946631,0.016983149518291,3.5109628410829e-07
73426.7958,0.14106219661698,1,0.050847457627119,0.0033609056028998,0.03491883118392,0.016983605246504,2.2786410634225e-07
73430.7958,0.14113415324836,1,0.050847457627119,0.0033609105585306,0.034913675055721,0.016984399849411,1.9865072687156e-07
73438.7958,0.14123309753198,1,0.050847457627119,0.0033609150418405,0.034906337904109,0.016985840324787,1.8005942191207e-07
73454.7958,0.14136800965914,1,0.050847457627119,0.003360921075941,0.034895972330478,0.016988512270102,1.6699658222604e-07
73486.7958,0.14154968519001,1,0.050847457627119,0.0033609307443254,0.034881595822772,0.016993561665289,1.5779359958609e-07
73550.7958,0.14179277404795,1,0.050847457627119,0.0033609507762244,0.034861614421417,0.017003164493548,1.5004419153913e-07
73678.7958,0.14211682285387,1,0.050847457627119,0.0033609827200363,0.034833676254033,0.017021625765921,1.4422869041639e-07
73934.7958,0.14255204277692,1,0.050847457627119,0.0033610322444203,0.034794084075124,0.017057303916177,1.3936777443686e-07
74446.7958,0.1431510065217,1,0.050847457627119,0.0033611236547126,0.034736348110065,0.017126481427277,1.3511232636686e-07
75470.7958,0.14400836761246,1,0.050847457627119,0.0033612969757001,0.03464873423204,0.017260933106061,1.3130046756295e-07
77518.7958,0.14528812419768,1,0.050847457627119,0.0033616319340558,0.034510998253227,0.017522748352363,1.2783947573356e-07
81614.7958,0.14723273182786,1,0.050847457627119,0.0033622896227009,0.034292133029059,0.018032631822745,1.2448326913616e-07
89806.7958,0.15012782537964,1,0.050847457627119,0.0033635967110717,0.033949488638926,0.0190230361576,1.2089896665707e-07
90806.7958,0.15429277325928,1,0.050847457627119,0.0033662265033764,0.033426712550083,0.019149767023571,1.2673086597084e-07
91806.7958,0.15476489994971,1,0.050847457627119,0.0033665696140352,0.033364003044921,0.019271782667405,1.2201564383419e-07
93806.7958,0.15519784797441,1,0.050847457627119,0.0033669066520174,0.033304576768866,0.019512720050966,1.204686917806e-07
97806.7958,0.15600533443021,1,0.050847457627119,0.0033675696783258,0.033192987695474,0.019988576379724,1.1896408218953e-07
105806.7958,0.15749795001433,1,0.050847457627119,0.0033688905429376,0.032988998995555,0.020925812140957,1.1715447015414e-07
115806.7958,0.16017792837322,1,0.050847457627119,0.0033715696242844,0.032628728801515,0.022088651776411,1.162839635454e-07
